,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85147512747,10.31803/tg-20220509104609,,,Advanced Technologies in Logistics Engineering: Automated Storage Systems with Shuttles integrated with Hoisted Carriage,cp,Conference Paper,Lerher T.,60004060,Univerza v Mariboru,Maribor,Slovenia,2,"Lerher, Tone;Bencak, Primož",56055552400;57218292300,60004060;60004060,2022-06-21,21 June 2022,Tehnicki Glasnik,18466168,21101133425,18485588,Journal,16,3,,336-342,"This paper presents automated storage systems with shuttles integrated with hoisted carriage for successful application in intralogistics. The first part of the paper presents classic and advanced AVS/RS along with specific intralogistics automation systems known as AutoStore from Swisslog and Skypod from Exotec. The second part of the paper focuses on an advanced system with shuttle vehicles capable of serving multiple tiers of the storage rack. An analytical model for the shuttle vehicles capable of serving multiple tiers of the storage rack is presented, which is based on (i) the sequences of acceleration, constant velocity and deceleration, and (ii) randomised assignment policy. Based on the presented model, the expected Single Command (SC) and Dual Command (DC) travel (cycle) time as well as the throughput performance of the shuttle vehicles capable of serving several tiers of warehouse, could be calculated. A programme code in MATLAB has been presented for the computation of throughput performances of automated storage systems with shuttles integrated with hoisted carriage capable of serving several tiers of the storage rack.",analytical and numerical model; automated vehicle-storage and retrieval systems AVS/RS; automated warehouses; cycle time and throughput performance; shuttles integrated with hoisted carriage,0,1,publisherfullgold,Gold,ARRS,2018/2019,Javna Agencija za Raziskovalno Dejavnost RS
11,2-s2.0-85128777912,10.3390/su14084611,,,Increasing Throughput in Warehouses: The Effect of Storage Reallocation and the Location of Input/Output Station,ar,Article,Alnahhal M.,60104519;60030835;60013183,American University of Ras Al Khaimah;University of Alberta;King Saud University,Ras al Khaimah;Edmonton;Riyadh,United Arab Emirates;Canada;Saudi Arabia,3,"Alnahhal, Mohammed;Salah, Bashir;Ahmad, Rafiq",55921590200;52664298700;57201013693,60104519;60013183;60030835,2022-04-01,April-2 2022,Sustainability (Switzerland),,21100240100,20711050,Journal,14,8,4611,,"Automatic warehousing systems are a sort of green technology that is becoming increasingly popular in the logistics business. Automated Storage/Retrieval Systems (AS/RS) are one of the most significant components of advanced automated logistics and manufacturing systems. The majority of AS/RS systems use input/output (I/O) points located in the lower left corner of the rack. These systems are reaching their maximum capacity because of their layout design limitations. Breakthrough solutions are needed to enhance the performance of existing systems. In this study, we examined how the location of I/O station can affect the total travel time. Another strategy for enhancement is a two-step preparation method. In this strategy, the allocation of the storage is changed, in the idle time, to be closer to the I/O point to reduce the service time for a class-based storage assignment. An analytical model was used to introduce for the first time optimal configurations of this strategy. We tested the suggested strategy using a simulation model created using R software, specifically designed for this purpose. Results showed that the two-step preparation strategy took between 1.2 and 1.9 h before the shift starts. The enhancement on throughput is almost the same for both possible locations of the I/O point. The results also showed that the two strategies (location of the I/O point and reallocation of storage) could increase throughput by about 21% to 28%, depending on parameters such as the number of orders and the height of the storage rack.",automated storage and retrieval system | material handling | simulation | throughput | warehouses,4,1,publisherfullgold,Gold,KSU,RSP-2021/145,King Saud University
12,2-s2.0-85126427410,10.2507/IJSIMM21-1-CO2,,,SIMULATION-BASED MODELLING OF THE IMPACT OF RIDESHARING ON URBAN SYSTEM,ar,Article,Sun J.,60022381,Beijing Jiaotong University,Beijing,China,4,"Sun, J.;Liu, S. F.;Zhang, X. H.;Gong, D. Q.",57960515800;45161478400;57490084200;56102591400,60022381;60022381;60022381;60022381,2022-03-01,March 2022,International Journal of Simulation Modelling,17264529,144698,19968566,Journal,21,1,,148-159,"This paper follows the basic principles of taxi dynamics and uses an agent-based modelling approach (ABM) to simulate the underlying road network, vehicles and passenger situations in an urban environment and to carry out evaluations. First, based on two evaluation metrics: passenger travel time and total number of passengers transported, a comparison is made between the ride-hailing system (RH) and the system with ridesharing under different supply and demand rates, revealing the impact of ridesharing on system efficiency at urban scale. Then, in the ridesharing system (RS), four levels of supply are taken as examples, and passenger travel time is disaggregated to quantify how the definition of vicinity in the matching process affects the passenger travel time, passenger waiting time and vehicle detour time in a given city. Finally, a summary of the level of supply and the range of vicinity where ridesharing can be effective is presented in terms of the total distance travelled by the system. From a city management perspective, these results can help in the analysis and planning of efficient transport services.",Agent-Based Model | Ride-Hailing | Ridesharing | Simulation,1,1,publisherfree2read,Bronze,NSFC,J1824031,Beijing Logistics Informatics Research Base
13,2-s2.0-85125673113,10.3390/fi14030071,,,Design of Relay Switching to Combat an Eavesdropper in IoT-NOMA Wireless Networks,ar,Article,Tran T.N.,60078563;60018768;127061642;122497720,Ton-Duc-Thang University;VSB – Technical University of Ostrava;Dalat University;Sai Gon University,Ho Chi Minh City;Ostrava;Da Lat;Ho Chi Minh City,Viet Nam;Czech Republic;Viet Nam;Viet Nam,5,"Tran, Thanh Nam;Ho, Van Cuu;Vo, Thoai Phu;Tran, Khanh Ngo Nhu;Voznak, Miroslav",57207308811;57185072100;57185112700;57191853943;8244119500,60018768-122497720;122497720;60078563;127061642;60018768,2022-03-01,March 2022,Future Internet,,21100409311,19995903,Journal,14,3,71,,"The requirements of low latency, low cost, less energy consumption, high flexibility, high network capacity, and high data safety are crucial challenges for future Internet of Things (IoT) wireless networks. Motivated by these challenges, this study deals with a novel design of green-cooperative IoT network, which employed coupled relays consisting of one IoT relay selected for forwarding signals to multiple IoT devices while another IoT relay transmitted jamming signals to an eavesdropper. For flexibility, all IoT nodes were powered by solar energy enough to sustain themselves, in order to consume less energy. To reach low latency, the study adopted the emerging non-orthogonal multiple access technique to serve multiple IoT devices simultaneously. Furthermore, the study adopted the simultaneous wireless information and power transfer technique which transmits wireless data for information processing and energy for energy harvesting. The study sketched a novel transmission block time period framework which plotted how a signal could travel via an individual IoT model. Maximizing the achievable bit-rate of IoT devices was considered to improve network capacity and data safety as well. Aiming at enhancing secrecy performance, a rest IoT relay played a role as a friendly jammer to transmit a jamming signal to an eavesdropper using energy harvested from the power splitting protocol. The results achieved in this study showed that the proposed model satisfied the requirements of future green IoT wireless networks. Derivatives leading to closed-form expressions are presented and verified by simulation results. The investigated results demonstrated that a friendly jammer based on radio frequency and energy harvesting strongly forces the intercept probability performance of the eavesdropper towards one, while outage probability performance of IoT devices towards zero showed that the signal to noise ratio tends to infinity.",Cooperative communications | Energy harvesting (EH) | Intercept probability | Internet of Things-relay selection (IoT-RS) | Multi-input-multi-output (MIMO) | Non-orthogonal multiple access (NOMA),2,1,repositoryvor,Green,MŠMT,LM2018140,"Ministerstvo Školství, Mládeže a Tělovýchovy"
14,2-s2.0-85124347039,10.1007/s12046-021-01795-x,,,Enhancing the aggregate diversity with mutual trust computations for context-aware recommendations,ar,Article,Patil V.,60114768,St. Francis Institute of Technology,Mumbai,India,2,"Patil, Vandana;Jayaswal, Deepak",55574608700;35109297300,60114768;60114768,2022-03-01,March 2022,Sadhana - Academy Proceedings in Engineering Sciences,02562499,23531,09737677,Journal,47,1,29,,"Context-aware Recommender Systems (CARS) deal with modeling and prediction of user interests and preferences according to contextual information while generating a recommendation. In contextual modeling-based CARS, the context information is used straight into the recommendation function as a predictor explicitly. Thus, this approach formulates a multidimensional recommendation model and is best realized through Tensor Factorization (TF) based techniques. It efficiently handles the data sparsity problem faced by most of the traditional RS. However, the recent TF-based CARS face issues such as differentiating amongst relevant and irrelevant context variables, biased recommendations, and long-tail problem. In this paper, we propose a fusion-based approach for determining the list of most relevant and optimum contexts for two datasets, namely the LDos Comoda and Travel dataset. The mutual trust model that combines user level and item level trust is proposed further which utilizes the concept of trust propagation to calculate the inferred trust between users/items. Finally, a hybrid reranking technique combining the item popularity and item absolute likeability reranking approaches with the standard ranking technique of generating recommendations is proposed to generate diversified recommendations. Comparative experiments on the LDos Comoda and the Travel datasets are conducted and the experimental results show an improvement of the proposed work with respect to RMSE of 50%, 55%, and 59% compared to MF-based RS, trust-based RS, and context-aware RS respectively. Also, the proposed reranking technique shows approximately three times more diversified recommendations than the standard ranking approach without a significant loss in precision.",context relevancy | reranking techniques | Tensor factorization | trust propagation,0,0,,,,undefined,
15,2-s2.0-85123798244,10.1016/j.jmapro.2022.01.043,S1526612522000603,,Parametric study of residual stress formation in Wire and Arc Additive Manufacturing,ar,Article,Abusalma H.,60279601;60137301;60136396;60024266,Wallace H. Coulter School of Engineering;Batten College of Engineering &amp; Technology;The Thomas J. Watson College of Engineering and Applied Science;Oak Ridge National Laboratory,Potsdam;Norfolk;Binghamton;Oak Ridge,United States;United States;United States;United States,5,"Abusalma, H.;Eisazadeh, H.;Hejripour, F.;Bunn, J.;Aidun, D. K.",57226179354;29767527900;36128676000;35184855600;6701746210,60137301;60137301;60136396;60024266;60279601,2022-03-01,March 2022,Journal of Manufacturing Processes,15266125,27677,,Journal,75,,,863-876,"A finite element model was created to simulate the Wire Arc Additive Manufacturing (WAAM) thermal and mechanical processes of Inconel 718 on a A36 steel substrate, as well as the effects of process parameters on Residual Stress (RS). The model was verified using temperature data obtained from three thermocouples attached to the upper surface of the build substrate and micro-strain measurements obtained from Neutron Diffraction (ND) measurement. The model was then used to study the effects of changing the torch travel speed and interlayer dwell time. The study found that travel speed has little effect on RS when maintaining the same heat input rate. As well, the interlayer dwell time has a strong effect on RS. Reducing the dwell time causes the stress profiles to become relatively uniform and a high-stress region extends deeper along the build direction. This study provides important insight into mechanical stresses inside large walls made by the WAAM method.",Neutron diffraction | Numerical simulation | Residual stress | Wire Arc Additive Manufacturing (WAAM),20,1,repositoryam,Green,USDOE,undefined,U.S. Department of Energy
16,2-s2.0-85109720512,10.1142/S0219686721500451,,,A Simplified Throughput Model for a Unit-Load AS/RS Considering Dynamics Principles,ar,Article,Iç Y.T.,60028644,Başkent Üniversitesi,Ankara,Turkey,1,"Iç, Yusuf Tansel",55664889200,60028644,2022-03-01,1 March 2022,Journal of Advanced Manufacturing Systems,02196867,27676,,Journal,21,1,,125-142,"This paper presents a unit-load automated storage and retrieval system's (AS/RS) throughput analysis that uses an S/R machine for diagonal aisle transportation and a structure for both vertical and horizontal transportations. Although many methods are available to compute the AS/RS throughput rate, the method recommended by the Material Handling Institute (MHI) is more suitable for real or practical cases. This method assumes (i) randomized storage with constant vertical and horizontal speeds of the S/R machine, and (ii) simultaneous travel in both directions. We consider a new simplified and more efficient approach for MHI's method to predict the throughput performance of the AS/RS.",AS/RS | cycle time model | performance measurement | throughput analysis | Warehousing,0,0,,,,undefined,
17,2-s2.0-85121644234,10.3390/pr10010002,,,Automated stacker cranes: A two-step storage reallocation process for enhanced service efficiency,ar,Article,Salah B.,60104519;60030835;60013183,American University of Ras Al Khaimah;University of Alberta;King Saud University,Ras al Khaimah;Edmonton;Riyadh,United Arab Emirates;Canada;Saudi Arabia,3,"Salah, Bashir;Alnahhal, Mohammed;Ahmad, Rafiq",52664298700;55921590200;57201013693,60013183;60104519;60030835,2022-01-01,January 2022,Processes,,21100838131,22279717,Journal,10,1,2,,"Automated storage and retrieval systems (AS/RS) play a key role in improving the performance of automated manufacturing systems, warehouses, and distribution centers. In the modern manufacturing industry, the term (AS/RS) refers to various methods under computer control for storing and retrieving loads automatically from defined storage locations. Using an (AS/RS) is not considered a value-added activity. Therefore, the longer (AS/RS) travels, the more expensive the warehousing process becomes. This paper presents an algorithm for minimizing total travel distance/time between input/output (I/O) stations. The proposed algorithm is used to manage the storage and retrieval orders on warehouse shelves in class-based storage on the storage racks. It contains two steps: the first step is to evacuate some storage compartments (locations) near the I/O station; in the second step, some tote bins are reallocated to compartments closer to the I/O station. Among the features of this algorithm are mechanisms that determine the number of reallocated tote bins, which tote bins to reallocate, and in which direction (toward the I/O station or away from it). A simulation model using R software developed specifically for this purpose was used to validate the suggested method. Based on the results, the new method can reduce the service time per order by about 10% to 20%, depending on parameters like the number of orders and the height of the storage rack.",Automated storage and retrieval system | Optimization approach | Simulation | Storage assignment,3,1,publisherfullgold,Gold,KSU,RSP-2021-145,King Saud University
18,2-s2.0-85117459179,10.1080/00207543.2021.1988751,,,Analysis of pickup/deposit stations and dwell point locations in bi-directional flow-rack AS/RSs,ar,Article,Liu T.,60108959;60073518;60024979,EMLYON Business School;Dongguan University of Technology;Zhongnan University of Economics and Law,Ecully;Dongguan;Wuhan,France;China;China,3,"Liu, Tian;Gong, Yeming;Zou, Bipan",57195298535;24767308200;56924489500,60073518;60108959;60024979,2022-01-01,2022,International Journal of Production Research,00207543,27656,1366588X,Journal,60,20,,6248-6267,"A traditional flow-rack automated storage and retrieval system stores unit-loads in storage lanes with the same slope. This paper considers a new bi-directional flow-rack automated storage and retrieval system, in which adjacent storage lanes slope to opposite directions. While such a system can conduct a dual-command cycle, it is critical to operate the system in an efficient way. We focus on both the pickup/deposit (P/D) station policy and the dwell point location policy, considering two scenarios for each policy. We first build a single-command and a dual-command travel time models for each examined P/D station policy and dwell point location policy. Then, we validate the accuracy of the analytical models by simulation, and theoretically compare the examined P/D point policies and dwell point location policies, in terms of both single-command and dual-command cycle times. We find that locating both the P/D station and the dwell point location at the midpoint of the rack is the best policy. We prove the advantage of the BFR AS/RSs over the traditional flow-rack AS/RSs in terms of single-command cycle time, and that of the dual-command cycle over the single-command cycle. Two case studies are also conducted to examine the effectiveness of the examined policies.",AS/RS | Automated warehouses | bi-directional flow-rack AS/RS | dwell point location | performance analysis | pickup/deposit station,3,0,,,NSFC,71801225,National Natural Science Foundation of China
19,2-s2.0-85107497547,10.1080/00207543.2021.1934590,,,Optimal two-class-based storage policy in an AS/RS with two depots at opposite ends of the aisle,ar,Article,Yu Y.,60019118,University of Science and Technology of China,Hefei,China,3,"Yu, Yugang;Liu, Yuyu;Yu, Hu",14822788000;57224413799;57205610040,60019118;60019118;60019118,2022-01-01,2022,International Journal of Production Research,00207543,27656,1366588X,Journal,60,15,,4668-4692,"Although automated storage/retrieval systems (AS/RSs) with two depots at opposite ends of each aisle (TD-AS/RSs) have been adopted in I-shaped warehouses (one of the three typical warehouse layouts), class-based storage policy has surprisingly not been investigated in TD-AS/RSs. This paper studies TD-AS/RSs with two storage zones, aiming to determine the optimal first storage zone that minimises the S/R machine’s expected travel time. We first formulate an expected travel time model. The analysis is then performed for two situations: (1) the ratio between the number of storage and total requests (Ratio-ST) is constant and (2) the Ratio-ST changes with time but follows a probability distribution. For the first situation, utilising proposed properties, an efficient optimal search-based algorithm (i.e. Algorithm 1) is developed. The results show that the proposed storage policy can improve system performance by up to about 60% and 40%, respectively, compared with two policies used in practice. Contrary to the literature results, our results indicate that the single command cycle performs better than the dual command cycle in the TD-AS/RS. For the second situation, an algorithm based on Algorithm 1 is developed. A case study using two real-world datasets confirms that our policy outperforms practically used policies in this situation.",AS/RS | class-based storage policy | expected travel time model | two depots | Warehousing,3,0,,,NSFC,71991464/71991460,National Natural Science Foundation of China
20,2-s2.0-85115969896,10.1016/j.tre.2021.102485,S1366554521002477,,Travel time models for tier-to-tier SBS/RS with different storage assignment policies and shuttle dispatching rules,ar,Article,Dong W.,60015574,"The University of Tennessee, Knoxville",Knoxville,United States,2,"Dong, Wenquan;Jin, Mingzhou",57203998852;57191359950,60015574;60015574,2021-11-01,November 2021,Transportation Research Part E: Logistics and Transportation Review,13665545,20909,,Journal,155,,102485,,"This paper explores both random and class-based storage policies and three shuttle dispatching rules, random, distance-based, and demand-rate based, for a tier-to-tier shuttle-based storage and retrieval system (SBS/RS). Modeling the system as a discrete-time Markov Chain, this study derived the shuttle distribution under each policy combination, and further developed the expected travel time models for both single-command (SC) and dual-command (DC) operations. The developed models can help a warehouse designer or manager to comprehensively make four decisions for SBS/RS, whether SC or DC operations should be adopted, the most appropriate storage policy, the best shuttle dispatching rule, and the number of shuttles. The travel time models can evaluate each possible policy combination quickly through multiple criteria, such as the capacity, customer responsiveness, and costs of shuttles. Numerical experiments showed significant impacts of the policy combination on the expected travel time. Class-based storage, if implementable, is always better than random storage under each combination of shuttle dispatching rule and operational mode (i.e., SC or DC). Under random storage and SC operations, the distance-based shuttle dispatching rule is always better than the random rule, and their difference is concave in the number of shuttles. When classed-based storage is adopted and the number of shuttles is small, the demand-rate-based rule is the best under SC operations. Its benefit becomes more obvious when demand rates become more heterogeneous until some point but decreases as the system has more shuttles. Under DC Operations, depending on equipment speeds, the distance-based shuttle dispatching rule can be worse than the random rule under random storage. Under class-based storage and DC operations, the demand-rate-based rule is still the best when demand rates are heterogeneous. The differences between SC and DC operations are more significant when demand rates are more homogenous. When a system wants to be more responsive to customers, it should be run under SC operations. If the overall capacity is of interest, DC operations are much better.",Logistics | Shuttle dispatching rule | Shuttle-based storage and retrieval system | Storage policy | Travel time model,8,0,,,,undefined,
21,2-s2.0-85103696055,10.1016/j.eswa.2021.114804,S0957417421002451,,Optimizing electric vehicle routing problems with mixed backhauls and recharging strategies in multi-dimensional representation network,ar,Article,Yang S.,60022381;60016930;60013789,Beijing Jiaotong University;Beijing University of Posts and Telecommunications;Beihang University,Beijing;Beijing;Beijing,China;China;China,4,"Yang, Senyan;Ning, Lianju;Tong, Lu Carol;Shang, Pan",56403580900;14030521300;57915985400;56708208600,60016930;60016930;60013789;60022381,2021-08-15,15 August 2021,Expert Systems with Applications,09574174,24201,,Journal,176,,114804,,"Electric vehicles are environmental transportation modes that are widely applied in green logistics systems. To guarantee the energy efficiency, the impacts of customer service modes and recharging strategies need to be integrated into the optimization of electric logistics resource. This paper proposes an electric vehicle routing problem with mixed backhauls, time windows, and recharging strategies (EVRPMBTW-RS), minimizing the total travel cost with sophisticated constraints on the time-dependent pickup and delivery requests, limited recharging station capacity, and battery remaining capacity of electric vehicles. Mixed service sequences of linehaul and backhaul customers is allocated for the routing planning, with the synchronous optimization of recharging strategies including the selection of recharging stations and determination of recharging time. A time-discretized multi-commodity network flow model is constructed based on an extended space–time-state modeling framework, which is formulated as a quadratic 0–1 programming model by using the augmented Lagrangian relaxation technique. After the dualization and linearized transformation, we decompose the model into a sequence of least-cost path subproblems based on the alternating direction multiplier method (ADMM). The subproblems are alternately minimized and solved using the time-dependent forward dynamic programming algorithm. The solution quality can be guaranteed through calculating the optimality gap between the best lower bound and upper bound for each iteration. The proposed solution approach is examined on examples of a simple 7-node network and real-world Yizhuang road network. This paper provides a theoretical foundation for the route optimization method of electric logistics vehicles, and contributes to improve the operational efficiency of electric logistics systems.",Alternating direction method of multipliers | Electric vehicle routing problem | Mixed backhauls | Recharging strategies,34,0,,,NSFC,71801006,National Natural Science Foundation of China
